AccusedID,CaseID,AccusedName,Gender,Age,Address,Occupation,ArrestStatus,CriminalHistory,Mobile,Email,Nationality,IDProof,ArrestDate,BailStatus,CustodyStatus,FingerprintID,Photograph,Remarks
ACC012,KSP/DIS003/2026/0012,Suspect 13 (Mangaluru),Male,37,Mangaluru Area,Unemployed,Under Investigation,Yes,9876401013,accused.13@email.com,Indian,Aadhaar,2026-01-15,Not Applied,Not in Custody,FP13,acc13.jpg,Linked to Theft in Mangaluru
ACC013,KSP/DIS004/2026/0013,Suspect 14 (Belagavi),Male,22,Belagavi Area,Unemployed,Arrested,Yes,9876401014,accused.14@email.com,Indian,Aadhaar,2026-02-15,Bail Rejected,Judicial Custody,FP14,acc14.jpg,Linked to Burglary in Belagavi
ACC014,KSP/DIS004/2026/0014,Suspect 15 (Belagavi),Male,27,Belagavi Area,Unemployed,Under Investigation,None,9876401015,accused.15@email.com,Indian,Aadhaar,2026-03-15,Not Applied,Not in Custody,FP15,acc15.jpg,Linked to Narcotics Offence in Belagavi
ACC015,KSP/DIS004/2026/0015,Suspect 16 (Belagavi),Male,32,Belagavi Area,Unemployed,Arrested,None,9876401016,accused.16@email.com,Indian,Aadhaar,2026-04-15,Bail Rejected,Judicial Custody,FP16,acc16.jpg,Linked to Domestic Violence in Belagavi
ACC016,KSP/DIS004/2026/0016,Suspect 17 (Belagavi),Male,37,Belagavi Area,Unemployed,Under Investigation,Yes,9876401017,accused.17@email.com,Indian,Aadhaar,2026-05-15,Not Applied,Not in Custody,FP17,acc17.jpg,Linked to Kidnapping in Belagavi
ACC017,KSP/DIS005/2026/0017,Suspect 18 (Hubballi-Dharwad),Male,22,Hubballi-Dharwad Area,Unemployed,Arrested,Yes,9876401018,accused.18@email.com,Indian,Aadhaar,2026-06-15,Bail Rejected,Judicial Custody,FP18,acc18.jpg,Linked to Murder in Hubballi-Dharwad
ACC018,KSP/DIS005/2026/0018,Suspect 19 (Hubballi-Dharwad),Male,27,Hubballi-Dharwad Area,Unemployed,Under Investigation,None,9876401019,accused.19@email.com,Indian,Aadhaar,2026-01-15,Not Applied,Not in Custody,FP19,acc19.jpg,Linked to Attempt to Murder in Hubballi-Dharwad
ACC019,KSP/DIS005/2026/0019,Suspect 20 (Hubballi-Dharwad),Male,32,Hubballi-Dharwad Area,Unemployed,Arrested,None,9876401020,accused.20@email.com,Indian,Aadhaar,2026-02-15,Bail Rejected,Judicial Custody,FP20,acc20.jpg,Linked to Cyber Crime in Hubballi-Dharwad
ACC020,KSP/DIS005/2026/0020,Suspect 21 (Hubballi-Dharwad),Male,37,Hubballi-Dharwad Area,Unemployed,Under Investigation,Yes,9876401021,accused.21@email.com,Indian,Aadhaar,2026-03-15,Not Applied,Not in Custody,FP21,acc21.jpg,Linked to Theft in Hubballi-Dharwad
ACC021,KSP/DIS006/2026/0021,Suspect 22 (Shivamogga),Male,22,Shivamogga Area,Unemployed,Arrested,Yes,9876401022,accused.22@email.com,Indian,Aadhaar,2026-04-15,Bail Rejected,Judicial Custody,FP22,acc22.jpg,Linked to Burglary in Shivamogga
ACC022,KSP/DIS006/2026/0022,Suspect 23 (Shivamogga),Male,27,Shivamogga Area,Unemployed,Under Investigation,None,9876401023,accused.23@email.com,Indian,Aadhaar,2026-05-15,Not Applied,Not in Custody,FP23,acc23.jpg,Linked to Narcotics Offence in Shivamogga
ACC023,KSP/DIS006/2026/0023,Suspect 24 (Shivamogga),Male,32,Shivamogga Area,Unemployed,Arrested,None,9876401024,accused.24@email.com,Indian,Aadhaar,2026-06-15,Bail Rejected,Judicial Custody,FP24,acc24.jpg,Linked to Domestic Violence in Shivamogga
ACC024,KSP/DIS006/2026/0024,Suspect 25 (Shivamogga),Male,37,Shivamogga Area,Unemployed,Under Investigation,Yes,9876401025,accused.25@email.com,Indian,Aadhaar,2026-01-15,Not Applied,Not in Custody,FP25,acc25.jpg,Linked to Kidnapping in Shivamogga
ACC025,KSP/DIS007/2026/0025,Suspect 26 (Davanagere),Male,22,Davanagere Area,Unemployed,Arrested,Yes,9876401026,accused.26@email.com,Indian,Aadhaar,2026-02-15,Bail Rejected,Judicial Custody,FP26,acc26.jpg,Linked to Murder in Davanagere
ACC026,KSP/DIS007/2026/0026,Suspect 27 (Davanagere),Male,27,Davanagere Area,Unemployed,Under Investigation,None,9876401027,accused.27@email.com,Indian,Aadhaar,2026-03-15,Not Applied,Not in Custody,FP27,acc27.jpg,Linked to Attempt to Murder in Davanagere
ACC027,KSP/DIS007/2026/0027,Suspect 28 (Davanagere),Male,32,Davanagere Area,Unemployed,Arrested,None,9876401028,accused.28@email.com,Indian,Aadhaar,2026-04-15,Bail Rejected,Judicial Custody,FP28,acc28.jpg,Linked to Cyber Crime in Davanagere
ACC028,KSP/DIS007/2026/0028,Suspect 29 (Davanagere),Male,37,Davanagere Area,Unemployed,Under Investigation,Yes,9876401029,accused.29@email.com,Indian,Aadhaar,2026-05-15,Not Applied,Not in Custody,FP29,acc29.jpg,Linked to Theft in Davanagere
ACC029,KSP/DIS008/2026/0029,Suspect 30 (Ballari),Male,22,Ballari Area,Unemployed,Arrested,Yes,9876401030,accused.30@email.com,Indian,Aadhaar,2026-06-15,Bail Rejected,Judicial Custody,FP30,acc30.jpg,Linked to Burglary in Ballari
ACC030,KSP/DIS008/2026/0030,Suspect 31 (Ballari),Male,27,Ballari Area,Unemployed,Under Investigation,None,9876401031,accused.31@email.com,Indian,Aadhaar,2026-01-15,Not Applied,Not in Custody,FP31,acc31.jpg,Linked to Narcotics Offence in Ballari
ACC031,KSP/DIS008/2026/0031,Suspect 32 (Ballari),Male,32,Ballari Area,Unemployed,Arrested,None,9876401032,accused.32@email.com,Indian,Aadhaar,2026-02-15,Bail Rejected,Judicial Custody,FP32,acc32.jpg,Linked to Domestic Violence in Ballari
ACC032,KSP/DIS008/2026/0032,Suspect 33 (Ballari),Male,37,Ballari Area,Unemployed,Under Investigation,Yes,9876401033,accused.33@email.com,Indian,Aadhaar,2026-03-15,Not Applied,Not in Custody,FP33,acc33.jpg,Linked to Kidnapping in Ballari
ACC033,KSP/DIS009/2026/0033,Suspect 34 (Tumakuru),Male,22,Tumakuru Area,Unemployed,Arrested,Yes,9876401034,accused.34@email.com,Indian,Aadhaar,2026-04-15,Bail Rejected,Judicial Custody,FP34,acc34.jpg,Linked to Murder in Tumakuru
ACC034,KSP/DIS009/2026/0034,Suspect 35 (Tumakuru),Male,27,Tumakuru Area,Unemployed,Under Investigation,None,9876401035,accused.35@email.com,Indian,Aadhaar,2026-05-15,Not Applied,Not in Custody,FP35,acc35.jpg,Linked to Attempt to Murder in Tumakuru
ACC035,KSP/DIS009/2026/0035,Suspect 36 (Tumakuru),Male,32,Tumakuru Area,Unemployed,Arrested,None,9876401036,accused.36@email.com,Indian,Aadhaar,2026-06-15,Bail Rejected,Judicial Custody,FP36,acc36.jpg,Linked to Cyber Crime in Tumakuru
ACC036,KSP/DIS009/2026/0036,Suspect 37 (Tumakuru),Male,37,Tumakuru Area,Unemployed,Under Investigation,Yes,9876401037,accused.37@email.com,Indian,Aadhaar,2026-01-15,Not Applied,Not in Custody,FP37,acc37.jpg,Linked to Theft in Tumakuru
ACC037,KSP/DIS010/2026/0037,Suspect 38 (Udupi),Male,22,Udupi Area,Unemployed,Arrested,Yes,9876401038,accused.38@email.com,Indian,Aadhaar,2026-02-15,Bail Rejected,Judicial Custody,FP38,acc38.jpg,Linked to Burglary in Udupi
ACC038,KSP/DIS010/2026/0038,Suspect 39 (Udupi),Male,27,Udupi Area,Unemployed,Under Investigation,None,9876401039,accused.39@email.com,Indian,Aadhaar,2026-03-15,Not Applied,Not in Custody,FP39,acc39.jpg,Linked to Narcotics Offence in Udupi
ACC039,KSP/DIS010/2026/0039,Suspect 40 (Udupi),Male,32,Udupi Area,Unemployed,Arrested,None,9876401040,accused.40@email.com,Indian,Aadhaar,2026-04-15,Bail Rejected,Judicial Custody,FP40,acc40.jpg,Linked to Domestic Violence in Udupi
ACC040,KSP/DIS010/2026/0040,Suspect 41 (Udupi),Male,37,Udupi Area,Unemployed,Under Investigation,Yes,9876401041,accused.41@email.com,Indian,Aadhaar,2026-05-15,Not Applied,Not in Custody,FP41,acc41.jpg,Linked to Kidnapping in Udupi
