AccusedID,CaseID,AccusedName,Gender,Age,Address,Occupation,ArrestStatus,CriminalHistory,Mobile,Email,Nationality,IDProof,ArrestDate,BailStatus,CustodyStatus,FingerprintID,Photograph,Remarks
ACC00011,KSP/DIS011/2026/00011,Ajay Bhat,Male,32,Resident of Mandya Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410011,accused.11@email.com,Indian,Aadhaar-5011-2011,2026-12-12,Under Judicial Review,Not in Custody,FP-2026-11,accused_11.jpg,Accused in Cyber Crime at Mandya Cyber Crime PS
ACC00012,KSP/DIS012/2026/00012,Rohan Deshmukh,Male,33,Resident of Hassan Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410012,accused.12@email.com,Indian,Aadhaar-5012-2012,2026-01-13,Bail Rejected,Judicial Custody,FP-2026-12,accused_12.jpg,Accused in UPI Fraud at Hassan Traffic PS
ACC00013,KSP/DIS013/2026/00013,Deepak Joshi,Male,34,Resident of Chamarajanagara Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410013,accused.13@email.com,Indian,Aadhaar-5013-2013,2026-02-14,Under Judicial Review,Not in Custody,FP-2026-13,accused_13.jpg,Accused in Online Banking Fraud at Chamarajanagara Town PS
ACC00014,KSP/DIS014/2026/00014,Sanjay Naik,Male,35,Resident of Kodagu Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410014,accused.14@email.com,Indian,Aadhaar-5014-2014,2026-03-15,Bail Rejected,Judicial Custody,FP-2026-14,accused_14.jpg,Accused in Identity Theft at Kodagu Central PS
ACC00015,KSP/DIS015/2026/00015,Mahesh Iyengar,Male,36,Resident of Dakshina Kannada (Mangaluru) Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410015,accused.15@email.com,Indian,Aadhaar-5015-2015,2026-04-16,Under Judicial Review,Not in Custody,FP-2026-15,accused_15.jpg,Accused in ATM Fraud at Dakshina Kannada (Mangaluru) Cyber Crime PS
ACC00016,KSP/DIS016/2026/00016,Santosh Gowda,Male,37,Resident of Udupi Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410016,accused.16@email.com,Indian,Aadhaar-5016-2016,2026-05-17,Bail Rejected,Judicial Custody,FP-2026-16,accused_16.jpg,Accused in Rape at Udupi Traffic PS
ACC00017,KSP/DIS017/2026/00017,Ramesh Patil,Male,38,Resident of Uttara Kannada (Karwar) Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410017,accused.17@email.com,Indian,Aadhaar-5017-2017,2026-06-18,Under Judicial Review,Not in Custody,FP-2026-17,accused_17.jpg,Accused in Sexual Assault at Uttara Kannada (Karwar) Town PS
ACC00018,KSP/DIS018/2026/00018,Suresh Kumar,Male,39,Resident of Belagavi Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410018,accused.18@email.com,Indian,Aadhaar-5018-2018,2026-07-19,Bail Rejected,Judicial Custody,FP-2026-18,accused_18.jpg,Accused in POCSO at Belagavi Central PS
ACC00019,KSP/DIS019/2026/00019,Vijay Rao,Male,40,Resident of Dharwad Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410019,accused.19@email.com,Indian,Aadhaar-5019-2019,2026-08-20,Under Judicial Review,Not in Custody,FP-2026-19,accused_19.jpg,Accused in Domestic Violence at Dharwad Cyber Crime PS
ACC00020,KSP/DIS020/2026/00020,Manjunath Sharma,Male,41,Resident of Hubballi City Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410020,accused.20@email.com,Indian,Aadhaar-5020-2020,2026-09-21,Bail Rejected,Judicial Custody,FP-2026-20,accused_20.jpg,Accused in Illegal Weapons at Hubballi City Traffic PS
ACC00021,KSP/DIS021/2026/00021,Karthik Nair,Male,42,Resident of Gadag Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410021,accused.21@email.com,Indian,Aadhaar-5021-2021,2026-10-22,Under Judicial Review,Not in Custody,FP-2026-21,accused_21.jpg,Accused in Drug Trafficking at Gadag Town PS
ACC00022,KSP/DIS022/2026/00022,Anil Verma,Male,43,Resident of Haveri Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410022,accused.22@email.com,Indian,Aadhaar-5022-2022,2026-11-23,Bail Rejected,Judicial Custody,FP-2026-22,accused_22.jpg,Accused in Human Trafficking at Haveri Central PS
ACC00023,KSP/DIS023/2026/00023,Sunil Reddy,Male,44,Resident of Vijayapura Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410023,accused.23@email.com,Indian,Aadhaar-5023-2023,2026-12-24,Under Judicial Review,Not in Custody,FP-2026-23,accused_23.jpg,Accused in Gambling at Vijayapura Cyber Crime PS
ACC00024,KSP/DIS024/2026/00024,Praveen Khan,Male,45,Resident of Bagalkote Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410024,accused.24@email.com,Indian,Aadhaar-5024-2024,2026-01-25,Bail Rejected,Judicial Custody,FP-2026-24,accused_24.jpg,Accused in Wildlife Crime at Bagalkote Traffic PS
ACC00025,KSP/DIS025/2026/00025,Ganesh Mehta,Male,46,Resident of Kalaburagi Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410025,accused.25@email.com,Indian,Aadhaar-5025-2025,2026-02-26,Under Judicial Review,Not in Custody,FP-2026-25,accused_25.jpg,Accused in Forest Crime at Kalaburagi Town PS
ACC00026,KSP/DIS026/2026/00026,Nitin Kulkarni,Male,47,Resident of Bidar Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410026,accused.26@email.com,Indian,Aadhaar-5026-2026,2026-03-27,Bail Rejected,Judicial Custody,FP-2026-26,accused_26.jpg,Accused in Terror Related Activity at Bidar Central PS
ACC00027,KSP/DIS027/2026/00027,Niranjan Hegde,Male,48,Resident of Raichur Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410027,accused.27@email.com,Indian,Aadhaar-5027-2027,2026-04-28,Under Judicial Review,Not in Custody,FP-2026-27,accused_27.jpg,Accused in Corruption at Raichur Cyber Crime PS
ACC00028,KSP/DIS028/2026/00028,Vikas Shetty,Male,49,Resident of Koppal Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410028,accused.28@email.com,Indian,Aadhaar-5028-2028,2026-05-01,Bail Rejected,Judicial Custody,FP-2026-28,accused_28.jpg,Accused in Economic Offence at Koppal Traffic PS
ACC00029,KSP/DIS029/2026/00029,Rahul Bhat,Male,50,Resident of Yadgir Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410029,accused.29@email.com,Indian,Aadhaar-5029-2029,2026-06-02,Under Judicial Review,Not in Custody,FP-2026-29,accused_29.jpg,Accused in White Collar Crime at Yadgir Town PS
ACC00030,KSP/DIS030/2026/00030,Imran Deshmukh,Male,51,Resident of Ballari Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410030,accused.30@email.com,Indian,Aadhaar-5030-2030,2026-07-03,Bail Rejected,Judicial Custody,FP-2026-30,accused_30.jpg,Accused in Smuggling at Ballari Central PS
ACC00031,KSP/DIS031/2026/00031,Ajay Joshi,Male,52,Resident of Vijayanagara (Hospete) Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410031,accused.31@email.com,Indian,Aadhaar-5031-2031,2026-08-04,Under Judicial Review,Not in Custody,FP-2026-31,accused_31.jpg,Accused in Extortion at Vijayanagara (Hospete) Cyber Crime PS
ACC00032,KSP/DIS001/2026/00032,Rohan Naik,Male,53,Resident of Bengaluru Urban Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410032,accused.32@email.com,Indian,Aadhaar-5032-2032,2026-09-05,Bail Rejected,Judicial Custody,FP-2026-32,accused_32.jpg,Accused in Blackmail at Cubbon Park Police Station
ACC00033,KSP/DIS002/2026/00033,Deepak Iyengar,Male,54,Resident of Bengaluru Rural Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410033,accused.33@email.com,Indian,Aadhaar-5033-2033,2026-10-06,Under Judicial Review,Not in Custody,FP-2026-33,accused_33.jpg,Accused in Counterfeit Currency at Bengaluru Rural Town PS
ACC00034,KSP/DIS003/2026/00034,Sanjay Gowda,Male,55,Resident of Ramanagara Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410034,accused.34@email.com,Indian,Aadhaar-5034-2034,2026-11-07,Bail Rejected,Judicial Custody,FP-2026-34,accused_34.jpg,Accused in Fake Documents at Ramanagara Central PS
ACC00035,KSP/DIS004/2026/00035,Mahesh Patil,Male,21,Resident of Chikkaballapura Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410035,accused.35@email.com,Indian,Aadhaar-5035-2035,2026-12-08,Under Judicial Review,Not in Custody,FP-2026-35,accused_35.jpg,Accused in Hit and Run at Chikkaballapura Cyber Crime PS
ACC00036,KSP/DIS005/2026/00036,Santosh Kumar,Male,22,Resident of Kolar Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410036,accused.36@email.com,Indian,Aadhaar-5036-2036,2026-01-09,Bail Rejected,Judicial Custody,FP-2026-36,accused_36.jpg,Accused in Road Accident at Kolar Traffic PS
ACC00037,KSP/DIS006/2026/00037,Ramesh Rao,Male,23,Resident of Tumakuru Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410037,accused.37@email.com,Indian,Aadhaar-5037-2037,2026-02-10,Under Judicial Review,Not in Custody,FP-2026-37,accused_37.jpg,Accused in Fire Incident at Tumakuru Town PS
ACC00038,KSP/DIS007/2026/00038,Suresh Sharma,Male,24,Resident of Shivamogga Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410038,accused.38@email.com,Indian,Aadhaar-5038-2038,2026-03-11,Bail Rejected,Judicial Custody,FP-2026-38,accused_38.jpg,Accused in Unknown Dead Body at Shivamogga Central PS
ACC00039,KSP/DIS008/2026/00039,Vijay Nair,Male,25,Resident of Chitradurga Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410039,accused.39@email.com,Indian,Aadhaar-5039-2039,2026-04-12,Under Judicial Review,Not in Custody,FP-2026-39,accused_39.jpg,Accused in Suicide Investigation at Chitradurga Cyber Crime PS
ACC00040,KSP/DIS009/2026/00040,Manjunath Verma,Male,26,Resident of Davanagere Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410040,accused.40@email.com,Indian,Aadhaar-5040-2040,2026-05-13,Bail Rejected,Judicial Custody,FP-2026-40,accused_40.jpg,Accused in Property Disputes at Davanagere Traffic PS
ACC00041,KSP/DIS010/2026/00041,Karthik Reddy,Male,27,Resident of Mysuru Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410041,accused.41@email.com,Indian,Aadhaar-5041-2041,2026-06-14,Under Judicial Review,Not in Custody,FP-2026-41,accused_41.jpg,Accused in Public Disturbance at Mysuru Town PS
ACC00042,KSP/DIS011/2026/00042,Anil Khan,Male,28,Resident of Mandya Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410042,accused.42@email.com,Indian,Aadhaar-5042-2042,2026-07-15,Bail Rejected,Judicial Custody,FP-2026-42,accused_42.jpg,Accused in Synthetic Drugs (MDMA) at Mandya Central PS
ACC00043,KSP/DIS012/2026/00043,Sunil Mehta,Male,29,Resident of Hassan Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410043,accused.43@email.com,Indian,Aadhaar-5043-2043,2026-08-16,Under Judicial Review,Not in Custody,FP-2026-43,accused_43.jpg,Accused in Murder at Hassan Cyber Crime PS
ACC00044,KSP/DIS013/2026/00044,Praveen Kulkarni,Male,30,Resident of Chamarajanagara Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410044,accused.44@email.com,Indian,Aadhaar-5044-2044,2026-09-17,Bail Rejected,Judicial Custody,FP-2026-44,accused_44.jpg,Accused in Attempt to Murder at Chamarajanagara Traffic PS
ACC00045,KSP/DIS014/2026/00045,Ganesh Hegde,Male,31,Resident of Kodagu Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410045,accused.45@email.com,Indian,Aadhaar-5045-2045,2026-10-18,Under Judicial Review,Not in Custody,FP-2026-45,accused_45.jpg,Accused in Assault & Grievous Hurt at Kodagu Town PS
ACC00046,KSP/DIS015/2026/00046,Nitin Shetty,Male,32,Resident of Dakshina Kannada (Mangaluru) Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410046,accused.46@email.com,Indian,Aadhaar-5046-2046,2026-11-19,Bail Rejected,Judicial Custody,FP-2026-46,accused_46.jpg,Accused in Kidnapping at Dakshina Kannada (Mangaluru) Central PS
ACC00047,KSP/DIS016/2026/00047,Niranjan Bhat,Male,33,Resident of Udupi Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410047,accused.47@email.com,Indian,Aadhaar-5047-2047,2026-12-20,Under Judicial Review,Not in Custody,FP-2026-47,accused_47.jpg,Accused in Missing Person at Udupi Cyber Crime PS
ACC00048,KSP/DIS017/2026/00048,Vikas Deshmukh,Male,34,Resident of Uttara Kannada (Karwar) Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410048,accused.48@email.com,Indian,Aadhaar-5048-2048,2026-01-21,Bail Rejected,Judicial Custody,FP-2026-48,accused_48.jpg,Accused in Theft at Uttara Kannada (Karwar) Traffic PS
ACC00049,KSP/DIS018/2026/00049,Rahul Joshi,Male,35,Resident of Belagavi Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410049,accused.49@email.com,Indian,Aadhaar-5049-2049,2026-02-22,Under Judicial Review,Not in Custody,FP-2026-49,accused_49.jpg,Accused in Vehicle Theft at Belagavi Town PS
ACC00050,KSP/DIS019/2026/00050,Imran Naik,Male,36,Resident of Dharwad Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410050,accused.50@email.com,Indian,Aadhaar-5050-2050,2026-03-23,Bail Rejected,Judicial Custody,FP-2026-50,accused_50.jpg,Accused in Burglary at Dharwad Central PS
ACC00051,KSP/DIS020/2026/00051,Ajay Iyengar,Male,37,Resident of Hubballi City Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410051,accused.51@email.com,Indian,Aadhaar-5051-2051,2026-04-24,Under Judicial Review,Not in Custody,FP-2026-51,accused_51.jpg,Accused in Robbery at Hubballi City Cyber Crime PS
ACC00052,KSP/DIS021/2026/00052,Rohan Gowda,Male,38,Resident of Gadag Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410052,accused.52@email.com,Indian,Aadhaar-5052-2052,2026-05-25,Bail Rejected,Judicial Custody,FP-2026-52,accused_52.jpg,Accused in Chain Snatching at Gadag Traffic PS
ACC00053,KSP/DIS022/2026/00053,Deepak Patil,Male,39,Resident of Haveri Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410053,accused.53@email.com,Indian,Aadhaar-5053-2053,2026-06-26,Under Judicial Review,Not in Custody,FP-2026-53,accused_53.jpg,Accused in Cyber Crime at Haveri Town PS
ACC00054,KSP/DIS023/2026/00054,Sanjay Kumar,Male,40,Resident of Vijayapura Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410054,accused.54@email.com,Indian,Aadhaar-5054-2054,2026-07-27,Bail Rejected,Judicial Custody,FP-2026-54,accused_54.jpg,Accused in UPI Fraud at Vijayapura Central PS
ACC00055,KSP/DIS024/2026/00055,Mahesh Rao,Male,41,Resident of Bagalkote Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410055,accused.55@email.com,Indian,Aadhaar-5055-2055,2026-08-28,Under Judicial Review,Not in Custody,FP-2026-55,accused_55.jpg,Accused in Online Banking Fraud at Bagalkote Cyber Crime PS
ACC00056,KSP/DIS025/2026/00056,Santosh Sharma,Male,42,Resident of Kalaburagi Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410056,accused.56@email.com,Indian,Aadhaar-5056-2056,2026-09-01,Bail Rejected,Judicial Custody,FP-2026-56,accused_56.jpg,Accused in Identity Theft at Kalaburagi Traffic PS
ACC00057,KSP/DIS026/2026/00057,Ramesh Nair,Male,43,Resident of Bidar Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410057,accused.57@email.com,Indian,Aadhaar-5057-2057,2026-10-02,Under Judicial Review,Not in Custody,FP-2026-57,accused_57.jpg,Accused in ATM Fraud at Bidar Town PS
ACC00058,KSP/DIS027/2026/00058,Suresh Verma,Male,44,Resident of Raichur Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410058,accused.58@email.com,Indian,Aadhaar-5058-2058,2026-11-03,Bail Rejected,Judicial Custody,FP-2026-58,accused_58.jpg,Accused in Rape at Raichur Central PS
ACC00059,KSP/DIS028/2026/00059,Vijay Reddy,Male,45,Resident of Koppal Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410059,accused.59@email.com,Indian,Aadhaar-5059-2059,2026-12-04,Under Judicial Review,Not in Custody,FP-2026-59,accused_59.jpg,Accused in Sexual Assault at Koppal Cyber Crime PS
ACC00060,KSP/DIS029/2026/00060,Manjunath Khan,Male,46,Resident of Yadgir Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410060,accused.60@email.com,Indian,Aadhaar-5060-2060,2026-01-05,Bail Rejected,Judicial Custody,FP-2026-60,accused_60.jpg,Accused in POCSO at Yadgir Traffic PS
ACC00061,KSP/DIS030/2026/00061,Karthik Mehta,Male,47,Resident of Ballari Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410061,accused.61@email.com,Indian,Aadhaar-5061-2061,2026-02-06,Under Judicial Review,Not in Custody,FP-2026-61,accused_61.jpg,Accused in Domestic Violence at Ballari Town PS
ACC00062,KSP/DIS031/2026/00062,Anil Kulkarni,Male,48,Resident of Vijayanagara (Hospete) Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410062,accused.62@email.com,Indian,Aadhaar-5062-2062,2026-03-07,Bail Rejected,Judicial Custody,FP-2026-62,accused_62.jpg,Accused in Illegal Weapons at Vijayanagara (Hospete) Central PS
ACC00063,KSP/DIS001/2026/00063,Sunil Hegde,Male,49,Resident of Bengaluru Urban Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410063,accused.63@email.com,Indian,Aadhaar-5063-2063,2026-04-08,Under Judicial Review,Not in Custody,FP-2026-63,accused_63.jpg,Accused in Drug Trafficking at Jayanagar Police Station
ACC00064,KSP/DIS002/2026/00064,Praveen Shetty,Male,50,Resident of Bengaluru Rural Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410064,accused.64@email.com,Indian,Aadhaar-5064-2064,2026-05-09,Bail Rejected,Judicial Custody,FP-2026-64,accused_64.jpg,Accused in Human Trafficking at Bengaluru Rural Traffic PS
ACC00065,KSP/DIS003/2026/00065,Ganesh Bhat,Male,51,Resident of Ramanagara Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410065,accused.65@email.com,Indian,Aadhaar-5065-2065,2026-06-10,Under Judicial Review,Not in Custody,FP-2026-65,accused_65.jpg,Accused in Gambling at Ramanagara Town PS
ACC00066,KSP/DIS004/2026/00066,Nitin Deshmukh,Male,52,Resident of Chikkaballapura Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410066,accused.66@email.com,Indian,Aadhaar-5066-2066,2026-07-11,Bail Rejected,Judicial Custody,FP-2026-66,accused_66.jpg,Accused in Wildlife Crime at Chikkaballapura Central PS
ACC00067,KSP/DIS005/2026/00067,Niranjan Joshi,Male,53,Resident of Kolar Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410067,accused.67@email.com,Indian,Aadhaar-5067-2067,2026-08-12,Under Judicial Review,Not in Custody,FP-2026-67,accused_67.jpg,Accused in Forest Crime at Kolar Cyber Crime PS
ACC00068,KSP/DIS006/2026/00068,Vikas Naik,Male,54,Resident of Tumakuru Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410068,accused.68@email.com,Indian,Aadhaar-5068-2068,2026-09-13,Bail Rejected,Judicial Custody,FP-2026-68,accused_68.jpg,Accused in Terror Related Activity at Tumakuru Traffic PS
ACC00069,KSP/DIS007/2026/00069,Rahul Iyengar,Male,55,Resident of Shivamogga Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410069,accused.69@email.com,Indian,Aadhaar-5069-2069,2026-10-14,Under Judicial Review,Not in Custody,FP-2026-69,accused_69.jpg,Accused in Corruption at Shivamogga Town PS
ACC00070,KSP/DIS008/2026/00070,Imran Gowda,Male,21,Resident of Chitradurga Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410070,accused.70@email.com,Indian,Aadhaar-5070-2070,2026-11-15,Bail Rejected,Judicial Custody,FP-2026-70,accused_70.jpg,Accused in Economic Offence at Chitradurga Central PS
ACC00071,KSP/DIS009/2026/00071,Ajay Patil,Male,22,Resident of Davanagere Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410071,accused.71@email.com,Indian,Aadhaar-5071-2071,2026-12-16,Under Judicial Review,Not in Custody,FP-2026-71,accused_71.jpg,Accused in White Collar Crime at Davanagere Cyber Crime PS
ACC00072,KSP/DIS010/2026/00072,Rohan Kumar,Male,23,Resident of Mysuru Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410072,accused.72@email.com,Indian,Aadhaar-5072-2072,2026-01-17,Bail Rejected,Judicial Custody,FP-2026-72,accused_72.jpg,Accused in Smuggling at Mysuru Traffic PS
ACC00073,KSP/DIS011/2026/00073,Deepak Rao,Male,24,Resident of Mandya Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410073,accused.73@email.com,Indian,Aadhaar-5073-2073,2026-02-18,Under Judicial Review,Not in Custody,FP-2026-73,accused_73.jpg,Accused in Extortion at Mandya Town PS
ACC00074,KSP/DIS012/2026/00074,Sanjay Sharma,Male,25,Resident of Hassan Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410074,accused.74@email.com,Indian,Aadhaar-5074-2074,2026-03-19,Bail Rejected,Judicial Custody,FP-2026-74,accused_74.jpg,Accused in Blackmail at Hassan Central PS
ACC00075,KSP/DIS013/2026/00075,Mahesh Nair,Male,26,Resident of Chamarajanagara Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410075,accused.75@email.com,Indian,Aadhaar-5075-2075,2026-04-20,Under Judicial Review,Not in Custody,FP-2026-75,accused_75.jpg,Accused in Counterfeit Currency at Chamarajanagara Cyber Crime PS
ACC00076,KSP/DIS014/2026/00076,Santosh Verma,Male,27,Resident of Kodagu Outer Ring Road,Unemployed / Daily Wager,Arrested,Yes (Repeat Offender),9876410076,accused.76@email.com,Indian,Aadhaar-5076-2076,2026-05-21,Bail Rejected,Judicial Custody,FP-2026-76,accused_76.jpg,Accused in Fake Documents at Kodagu Traffic PS
ACC00077,KSP/DIS015/2026/00077,Ramesh Reddy,Male,28,Resident of Dakshina Kannada (Mangaluru) Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410077,accused.77@email.com,Indian,Aadhaar-5077-2077,2026-06-22,Under Judicial Review,Not in Custody,FP-2026-77,accused_77.jpg,Accused in Hit and Run at Dakshina Kannada (Mangaluru) Town PS
ACC00078,KSP/DIS016/2026/00078,Suresh Khan,Male,29,Resident of Udupi Outer Ring Road,Unemployed / Daily Wager,Arrested,None,9876410078,accused.78@email.com,Indian,Aadhaar-5078-2078,2026-07-23,Bail Rejected,Judicial Custody,FP-2026-78,accused_78.jpg,Accused in Road Accident at Udupi Central PS
ACC00079,KSP/DIS017/2026/00079,Vijay Mehta,Male,30,Resident of Uttara Kannada (Karwar) Outer Ring Road,Unemployed / Daily Wager,Under Investigation,None,9876410079,accused.79@email.com,Indian,Aadhaar-5079-2079,2026-08-24,Under Judicial Review,Not in Custody,FP-2026-79,accused_79.jpg,Accused in Fire Incident at Uttara Kannada (Karwar) Cyber Crime PS
